"","X","IMPORTER","EXPORTER","ORIGIN","MONTH","title","L..COST..PhP.","QUANTITY.kg.","Phpkg","Countries"
"185",185,"FUNAI ELECTRIC CEBU INC.","THE STROUSE CORPORATION","US",1,"ADHESIVE",522996,64,8171.8125,"United States"
"186",186,"FUNAI ELECTRIC CEBU INC.","STROUSE CORPORATION","US",1,"ADHESIVE",664644,37,17963.35135,"United States"
"187",187,"FURUKAWA SANGYO KAISHA PHILIPPINES","NISHI TOKYO CHEMIX CORPORATION","JP",1,"OTHERS",1196162,122,9804.606557,"Japan"
"188",188,"FUTABA CORPORATION OF THE PHIL","FUTABA CORPORATION","JP",1,"OTHERS",22440981,1206,18607.77861,"Japan"
"189",189,"GANDANG KALIKASAN INC.","GANDANG KALIKASAN INC. USA","US",1,"OTHERS",463894,91,5097.736264,"United States"
"190",190,"GBPLEN CORPORATION","KOLEN CO., LTD,","KR",1,"OTHERS",920149,117,7864.521368,"South Korea"
"191",191,"GLOBE INTL DISTRIBUTOR CENTER INC","PYE PRODUCTS M SDN BHD","MY",1,"SEAL",2631728,28197,93.33361705,"Malaysia"
"192",192,"GLOBE INTL DISTRIBUTOR CENTER INC","PT ERJE LONDON CHEMICAL","ID",1,"SEAL",5033917,48000,104.8732708,"Indonesia"
"193",193,"GN POWER KAUSWAGAN LTD CO","SHANGHAI ELECTRIC POWER CONS","CN",1,"OTHERS",4356917,35625,122.2994246,"China"
"194",194,"GREENFLOOR INNOVATIONS CORPORATION","FLOOR CHEM ASIA CO LTD","TH",1,"OTHERS",9208452,145212,63.4138501,"Thailand"
"195",195,"H B FULLER PHILS INC","H. B. FULLER (CHINA) ADHESIVES LTD.","CN",1,"ADHESIVE",4261889,24000,177.5787083,"China"
"196",196,"H B FULLER PHILS INC","H.B FULLER (CHINA) ADHESIVES LTD","CN",1,"OTHERS",479644,3087,155.3754454,"China"
"197",197,"H B FULLER PHILS INC","H.B FULLER ADHESIVE MALASYIA SDN BH","MY",1,"OTHERS",1724692,10800,159.6937037,"Malaysia"
"198",198,"H B FULLER PHILS INC","H. B. FULLER ADHESIVES MALAYSIA SDN","MY",1,"ADHESIVE",2815764,21375,131.7316491,"Malaysia"
"199",199,"H B FULLER PHILS INC","H B FULLER DEUTSCHLAND PRODUKTIONS","DE",1,"GLUE",2275859,13125,173.398781,"Germany"
"200",200,"H B FULLER PHILS INC","H.B FULLER (CHINA) ADHESIVES LTD","CN",1,"ADHESIVE",2112804,14513,145.5801006,"China"
"201",201,"HAMBURG TRADING CORPORATION","CARGILL BIO CHEMICAL CO LTD","CN",1,"STARCH",1811862,39650,45.69639344,"China"
"202",202,"HAMBURG TRADING CORPORATION","CARGILL BIO-CHEMICAL CO LTD","CN",1,"OTHERS",774809,19800,39.13176768,"China"
"203",203,"HAMBURG TRADING CORPORATION","CARGILL INCORPORATED","US",1,"OTHERS",1502637,32500,46.23498462,"United States"
"204",204,"HAMBURG TRADING CORPORATION","CARGILL DEUTSCHLAND GMBH","DE",1,"OTHERS",3937044,85000,46.31816471,"Germany"
"205",205,"HANKYU HANSHIN LOGISTICS PHILS INC.","ITATSU CO., LTD","JP",1,"OTHERS",1506636,1194,1261.839196,"Japan"
"206",206,"HANKYU HANSHIN LOGISTICS PHILS INC.","ITATSU CO., LTD","JP",1,"OTHERS",363934,277,1313.841155,"Japan"
"207",207,"HARBEST AGRIBUSINESS CORPORATION","LIANG JIN ENTERPRISE CO. LTD","TW",1,"ADHESIVE",897062,5280,169.8981061,"Taiwan"
"208",208,"HARVESTAR TECHNOLOGIES INC","HARVESTAR SOLUTIONS LIMITED","CN",1,"ADHESIVE",3478120,150,23187.46667,"China"
"209",209,"HBW ENTERPRISES COMPANY","NINGBO SUNLIT INTERNATIONAL CO., LT","CN",1,"GLUE",4101529,93890,43.68440729,"China"
"210",210,"HENKEL PHILIPPINES INC.","HENKEL ADHESIVE TECHNOLOGIES","VN",1,"OTHERS",4692472,36000,130.3464444,"Vietnam"
"211",211,"HENKEL PHILIPPINES INC.","PT.HENKEL ADHESIVE TECHNOLOGIE","ID",1,"OTHERS",2391895,19900,120.1957286,"Indonesia"
"212",212,"HENKEL PHILIPPINES INC.","HENKEL ADHESIVES COMPANY LIMIT","CN",1,"ADHESIVE",1995319,16000,124.7074375,"China"
"213",213,"HENKEL PHILIPPINES INC.","HENKEL ADHESIVES TECHNOLOGIES","CN",1,"ADHESIVE",5414074,41700,129.8339089,"China"
"214",214,"HENKEL PHILIPPINES INC.","HENKEL LOCTITE (CHINA) CO. LTD","CN",1,"ADHESIVE",1176704,423,2781.806147,"China"
"215",215,"HENKEL PHILIPPINES INC.","HENKEL SINGAPORE PTE LTD","SG",1,"OTHERS",308008,129,2387.658915,"Singapore"
"216",216,"HENKEL PHILIPPINES INC.","HENKEL CHEMICAL TECHNOLOGIES","CN",1,"OTHERS",4554276,26680,170.7,"China"
"217",217,"HENKEL PHILIPPINES INC.","HENKEL ADHESIVES COMPANY LIMIT","CN",1,"OTHERS",589978,3400,173.5229412,"China"
"218",218,"HENKEL PHILIPPINES INC.","HENKEL GLOBAL SUPPLY CHAIN BV","NL",1,"OTHERS",330907,1536,215.4342448,"Netherlands"
"219",219,"HENKEL PHILIPPINES INC.","HENKEL GLOBAL SUPPLY CHAIN B.V","NL",1,"OTHERS",517667,2304,224.6818576,"Netherlands"
"220",220,"HERCO TRADING INC","VITAL TECH SDN BHD","MY",1,"SEAL",2058244,47341,43.47698612,"Malaysia"
"221",221,"HGST PHILIPPINES CORP.","THREE BOND SINGAPORE PTE LTD","SG",1,"OTHERS",291727,13,22440.53846,"Singapore"
"222",222,"HI-Q COMMERCIAL.INC","PANCHEM INTERNATIONAL TRADING AND I","CN",1,"GELATIN",1570157,7500,209.3542667,"China"
"223",223,"HI-Q COMMERCIAL.INC","PANCHEM INTERNATIONAL TRADING AND I","CN",1,"PROTEIN",990402,7000,141.486,"China"
"224",224,"HILTI PHILIPPINES INC.","HILTI AG","SG",1,"OTHERS",690167,2242,307.8354148,"Singapore"
"225",225,"HILTI PHILIPPINES INC.","HILTI CORPORATION","SG",1,"OTHERS",9799511,37199,263.4347966,"Singapore"
"226",226,"HIZON LABORATORIES INC","COLORCON ASIA PACIFIC PTE LTD","US",1,"STARCH",319552,1500,213.0346667,"United States"
"227",227,"HOMEBASE TRADING & GEN MERCHANDISE","PUNING JUN HAO YU TRADING CO., LTD.","CN",1,"GLUE",408360,5210,78.38003839,"China"
"228",228,"HONDA PHILIPPINES INC.","THREE BOND SINGAPORE PTE LTD","SG",1,"OTHERS",367197,102,3599.970588,"Singapore"
"229",229,"HONDA TRADING PHILS. CORPORATION","HONDA TRADING ASIA CO LTD","TH",1,"SEAL",1366237,12322,110.8778607,"Thailand"
"230",230,"HOUSE TECHNOLOGY INDUSTRIES PTE.LTD","HRD SINGAPORE PTE LTD","JP",1,"SEAL",11976204,58930,203.227626,"Japan"
"231",231,"HOUSE TECHNOLOGY INDUSTRIES PTE.LTD","HRD SINGAPORE PTE LTD","JP",1,"EPOXY",6854357,25484,268.9670774,"Japan"
"232",232,"HOUSE TECHNOLOGY INDUSTRIES PTE.LTD","HRD SINGAPORE PTE LTD","JP",1,"OTHERS",10642055,34529,308.2062904,"Japan"
"233",233,"HYSONIC PHILIPPINES INC","RBK EMD CO., LTD","KR",1,"GLUE",685814,58,11824.37931,"South Korea"
"234",234,"IM DIGITAL PHIL INC","SAKAI TRADING COMPANY LIMITED","JP",1,"ADHESIVE",1017198,159,6397.471698,"Japan"
"235",235,"IM DIGITAL PHIL INC","IM CO. LTD","KR",1,"ADHESIVE",2229573,174,12813.63793,"South Korea"
"236",236,"IMCD PHILIPPINES CORPORATION","BHJ A/S","DK",1,"OTHERS",3467523,10000,346.7523,"Denmark"
"237",237,"INFINITY SPORTS INTERNATIONAL INC.","NINGBO JOHNSHEN STATIONERY CO.,LTD","CN",1,"GLUE",288314,7950,36.26591195,"China"
"238",238,"INGREDION PHILIPPINES INC.","INGREDION INC","US",1,"OTHERS",1767952,36742,48.11801208,"United States"
"239",239,"INGREDION PHILIPPINES INC.","INGREDION INC","US",1,"MODIFIED STARCH",2014203,37264,54.05224882,"United States"
"240",240,"INGREDION PHILIPPINES INC.","NATIONAL STARCH AND CHEMICAL","TH",1,"OTHERS",13990444,293070,47.73755076,"Thailand"
"241",241,"INGREDION PHILIPPINES INC.","INGREDION BRASIL INGREDIENTS","BR",1,"MODIFIED STARCH",714858,10215,69.98120411,"Brazil"
"242",242,"INGREDION PHILIPPINES INC.","NATIONAL STARCH AND CHEMICAL","TH",1,"MODIFIED STARCH",1116013,35750,31.21714685,"Thailand"
"243",243,"INGREDION PHILIPPINES INC.","INGREDION INC. 5 WESTBROOK","US",1,"OTHERS",3011807,53729,56.05551937,"United States"
"244",244,"INGREDION PHILIPPINES INC.","NATIONAL STARCH AND CHEMICAL (THAIL","TH",1,"MODIFIED STARCH",637672,18000,35.42622222,"Thailand"
"245",245,"INLAND WAREHOUSING & LOGISTICS DIV.","THREEBOND CO., LTD","JP",1,"OTHERS",2515695,2052,1225.972222,"Japan"
"246",246,"INLAND WAREHOUSING & LOGISTICS DIV.","THREE BOND MANUFACTURING (THAILAND)","TH",1,"ADHESIVE",8059186,2641,3051.566073,"Thailand"
"247",247,"INLAND WAREHOUSING & LOGISTICS DIV.","THREE BOND MANUFACTURING (THAILAND)","TH",1,"OTHERS",4178469,1746,2393.166667,"Thailand"
"248",248,"INLAND WAREHOUSING & LOGISTICS DIV.","THREE BOND SINGAPORE PTE LTD","SG",1,"OTHERS",807358,189,4271.73545,"Singapore"
"249",249,"INLAND WAREHOUSING AND LOGISTICS/","VICTEX ADVANCED MATERIALS CORPORATI","TW",1,"OTHERS",889189,2900,306.6168966,"Taiwan"
"250",250,"INTEGRATED MICRO-ELECTRONICS INC.","EMANUELE MASCHERPA SPA","IT",1,"OTHERS",290964,1120,259.7892857,"Italy"
"251",251,"INTEGRATED MICRO-ELECTRONICS INC.","HENKEL LOCTITE","CN",1,"OTHERS",347121,190,1826.952632,"China"
"252",252,"INTEGRATED MICRO-ELECTRONICS INC.","NIHON HANDA MANUFACTURING","MY",1,"OTHERS",345623,126,2743.039683,"Malaysia"
"253",253,"INTERNATIONAL FLAVORS & FRAGRANCES","DSM FOOD SPECIALTIES B.V.","DE",1,"OTHERS",277256,720,385.0777778,"Germany"
"254",254,"INTERNATIONAL WIRING SYSTEMS PHILS.","SIIX CORP.","JP",1,"OTHERS",2452073,1940,1263.955155,"Japan"
"255",255,"J & J PHILIPPINES CORPORATION","JYOHOKU DENSO CO., LTD.","JP",1,"OTHERS",899828,422,2132.293839,"Japan"
"256",256,"JAIRATECH INC.","HUNTSMAN ADVANCED MATERIALS","US",1,"OTHERS",648862,109,5952.862385,"United States"
"257",257,"JANGHO GROUP CO LTD PHILIPPINE BRAN","GUANGZHOU JANGHO CURTAIN","CN",1,"SEAL",262283,850,308.5682353,"China"
"258",258,"JCT ENTERPRISE","HEBEI YUEHAN TRADING CO LTD","CN",1,"SEAL",337332,4800,70.2775,"China"
"259",259,"JEBSEN & JESSEN INGREDIENTS (P)","VEDAN VIETNAM ENTERPRISE CORP LTD","VN",1,"MODIFIED STARCH",1657536,54000,30.69511111,"Vietnam"
"260",260,"JEBSEN & JESSEN INGREDIENTS (P)","VEDAN VIETNAM ENTERPRISE CORP","VN",1,"MODIFIED STARCH",8277637,234000,35.37451709,"Vietnam"
"261",261,"JT INTERNATIONAL ASIA MFG. CORP.","H.B. FULLER ADHESIVES MALAYSIA SDN","MY",1,"ADHESIVE",397767,3175,125.2809449,"Malaysia"
"262",262,"JTK ELECTRONIC COMPONENTS","WELLS ELECTRONIC MATERIAL","CN",1,"ADHESIVE",613530,2550,240.6,"China"
"263",263,"KAMAZ TRADING","SHENZHEN YINGHUI CHUANGZHAN TRADE C","CN",1,"OTHERS",732613,27270,26.86516318,"China"
"264",264,"KASAMAHAN KAIBIGAN TRADING","NINGBO SUNLIT INTERNATIONAL CO., LT","CN",1,"GLUE",356663,13500,26.41948148,"China"
"265",265,"KEMIE SPECIALITY CORP.","PT. DOW INDONESIA","CN",1,"OTHERS",649887,8000,81.235875,"China"
"266",266,"KINPO ELECTRONICS (PHILIPPINES) INC","ATOM-CELS SINGAPORE PTE LTD","SG",1,"OTHERS",2029671,600,3382.785,"Singapore"
"267",267,"KK CONVERTER PHILS INC.","ETERNAL MATERIALS CO LTD","TW",1,"OTHERS",446715,14400,31.021875,"Taiwan"
"268",268,"KK CONVERTER PHILS INC.","KUO TAI RESIN INDUSTRIAL CO LTD","TW",1,"OTHERS",423007,18000,23.50038889,"Taiwan"
"269",269,"KNOWLES ELECTRONICS (PHILIPPINES)/","NI MALAYSIA SDN BHD / NATIONAL INST","MY",1,"OTHERS",1594208,30,53140.26667,"Malaysia"
"270",270,"KOMEYA FOOD PRODUCT CORPORATION","TONGAAT HULETT STARCH","ZA",1,"STARCH",4350377,3e+05,14.50125667,"South Africa"
"271",271,"KORPACK PHILIPPINES CORPORATION","KORPACK CORPORATION","KR",1,"ADHESIVE",333799,7100,47.01394366,"South Korea"
"272",272,"KOU FU PACKAGING CORPORATION","DING SHUNG MACHINERY COM., LTD","TW",1,"GLUE",1770115,20300,87.19778325,"Taiwan"
"273",273,"LAKSHMI BEMT BUILDING ENVELOPE MANU","ALL SEAL AUSTRALIA","AU",1,"SEAL",2897102,10856,266.8664333,"Australia"
"274",274,"LINTEC PHILIPPINES (PEZA) INC.","PT. LINTEC INDONESIA","ID",1,"ADHESIVE",1501343,4985,301.1721163,"Indonesia"
"275",275,"LINTEC PHILIPPINES (PEZA) INC.","LINTEC CORPORATION","JP",1,"ADHESIVE",10164831,26154,388.6530167,"Japan"
"276",276,"LINTEC PHILIPPINES (PEZA) INC.","LINTEC (THAILAND) CO., LTD.","TH",1,"ADHESIVE",11652356,21727,536.3076357,"Thailand"
"277",277,"LINTEC PHILIPPINES (PEZA) INC.","LINTEC SINGAPORE PTE LTD","SG",1,"ADHESIVE",2249987,3730,603.2136729,"Singapore"
"278",278,"LITTELFUSE PHILS. INC.","M+S SILICON GMBH","DE",1,"OTHERS",353647,70,5052.1,"Germany"
"279",279,"LUCRUM ENTERPRISES CORPORATION","MOMENTIVE PERFORMANCE MATERIALS (TH","TH",1,"SEAL",1126231,7258,155.1709837,"Thailand"
"280",280,"LUCRUM ENTERPRISES CORPORATION","MOMENTIVE PERFORMANCE","US",1,"OTHERS",329196,537,613.027933,"United States"
"281",281,"LUCRUM ENTERPRISES CORPORATION","MOMENTIVE PERFORMANCE MATERIALS (NA","CN",1,"SEAL",948864,7154,132.6340509,"China"
"282",282,"M.A. TECHNOLOGY INC.","MITACHI CO LTD","JP",1,"ADHESIVE",6860961,1571,4367.257161,"Japan"
"283",283,"MAGNA PRIME CHEMICAL TECH. INC.","SEKISUI FULLER CO LTD","JP",1,"SEAL",1400526,6240,224.4432692,"Japan"
"284",284,"MAGNOLIA INC.","FONTERRA LIMITED","NZ",1,"OTHERS",20689673,69300,298.5522799,"New Zealand"
"285",285,"MAHLE FILTER SYSTEMS PHILS. CORP.","MAHLE FILTER SYSTEMS JAPAN CORP GLO","JP",1,"ADHESIVE",3146854,25000,125.87416,"Japan"
"286",286,"MARCH RESOURCES MFG. CORPORATION","HANGZHOU XIAORAN IMPORT AND EXPORT","CN",1,"SEAL",1921471,11178,171.8975666,"China"
"287",287,"MARIWASA-SIAM CERAMICS INC.","SCG TRADING CO LTD","TH",1,"ADHESIVE",567861,96000,5.91521875,"Thailand"
"288",288,"MARKENBURG INTERNATIONAL FOODS CORP","ROUSSELOT SDN BHD","SG",1,"GELATIN",6040520,20000,302.026,"Singapore"
"289",289,"MATERIALS SOLUTIONS  INC.","PT.AICA INDRIA","ID",1,"OTHERS",9813258,74302,132.0725956,"Indonesia"
"290",290,"MATERIALS SOLUTIONS  INC.","SEKISUI FULLER CO LTD","JP",1,"OTHERS",1847753,7408,249.4267009,"Japan"
"291",291,"MAXTRONIX LAGUNA INC","DYMAX ASIA PACIFIC PTE. LTD","SG",1,"GLUE",769279,29,26526.86207,"Singapore"
"292",292,"MCCORMICK PHILIPPINES INC.","RUBECLAR INTERNATIONAL INC.","US",1,"OTHERS",515506,2300,224.1330435,"United States"
"293",293,"MDLD INTERCHEMICAL INDUSTRIES INC.","CLEO SINGAPORE","SG",1,"OTHERS",341663,510,669.927451,"Singapore"
"294",294,"MEC ELECTRONICS PHILS. CORP.","MEC IMEX INC","TW",1,"ADHESIVE",940226,1637,574.3591936,"Taiwan"
"295",295,"MEGASOFT HYGIENIC PRODUCTS INC","SHENZHEN GUI HAO CHENG TRADE","CN",1,"ADHESIVE",10094479,169241,59.64558824,"China"
"296",296,"MEGATRENDS  I&C CORPORATION","NURICHEM CO LTD","KR",1,"SEAL",1067286,14852,71.8614328,"South Korea"
"297",297,"MEGATRENDS  I&C CORPORATION","NPT S.R.L A SOCIO UNICO","IT",1,"SEAL",867481,16895,51.34542764,"Italy"
"298",298,"MEGATRENDS  I&C CORPORATION","TREMCO ASIA PTE LTD","SG",1,"OTHERS",335183,891,376.1874299,"Singapore"
"299",299,"MICROCHIP TECHNOLOGY OPERATIONS","UCHIDA MK SDN BHD","MY",1,"OTHERS",464791,488,952.4405738,"Malaysia"
"300",300,"MINTRADE CORPORATION","GLOBECHEM RESOURCES CO., LTD","MY",1,"GLUE",2031642,147580,13.76637756,"Malaysia"
"301",301,"MODERN HOME CLASSIC MARKETING/","FOSHAN CITY CHUANG SHI JI INDUSTRIA","CN",1,"SEAL",968116,14084,68.73871059,"China"
"302",302,"MOLEX INTEGRATED PRODUCTS PHILS INC","ELLSWORTH ADHESIVE (SINGAPORE)","SG",1,"OTHERS",676214,384,1760.973958,"Singapore"
"303",303,"MONDE NISSIN CORPORATION","GENERAL STARCH LIMITED","TH",1,"MODIFIED STARCH",3498530,95000,36.82663158,"Thailand"
"304",304,"MONDE NISSIN CORPORATION","COOPERATIE AVEBE UA","NL",1,"OTHERS",835238,3000,278.4126667,"Netherlands"
"305",305,"MONDELEZ PHILIPPINES INC","FONTERRA LIMITED","NZ",1,"OTHERS",17814239,52500,339.3188381,"New Zealand"
"306",306,"MONROE MULTINATIONAL GROUP INC.","APPLIED DB PUBLIC COMPANY LTD.","TH",1,"OTHERS",3247639,6991,464.5457016,"Thailand"
"307",307,"MONROE MULTINATIONAL GROUP INC.","APPLIED DB PUBLIC COMPANY LTD.","TH",1,"GLUE",374436,970,386.0164948,"Thailand"
"308",308,"MULTI RICH HOME DECORS INCORPORATED","SHANGHAI BADA TEXTILES CO LTD","CN",1,"ADHESIVE",664373,14076,47.19899119,"China"
"309",309,"MULTIFLEX RNC PHILS. INC.","ALFA KLEBSTOFFE AG","CH",1,"GLUE",2048196,8511,240.6528023,"Switzerland"
"310",310,"MULTIHOME VENTURE INC.","YIWU JUZHAN IMPORT AND EXPORT","CN",1,"GLUE",419948,6650,63.15007519,"China"
"311",311,"N.T. PHILIPPINES INC.","TAIFLEX SCIENTIFIC CO. LTD.","TW",1,"OTHERS",382615,120,3188.458333,"Taiwan"
"312",312,"N.T. PHILIPPINES INC.","SRP ZHUHAI CO., LTD.","CN",1,"OTHERS",915338,144,6356.513889,"China"
"313",313,"N.T. PHILIPPINES INC.","MULTEK FLEXIBLE CIRCUITS, INC.","US",1,"OTHERS",677221,500,1354.442,"United States"
"314",314,"NAKAYAMA TECHNOLOGY CORPORATION","NAKAYAMA CO., LTD.","JP",1,"ADHESIVE",541678,3147,172.1251986,"Japan"
"315",315,"NAKAYAMA TECHNOLOGY CORPORATION","NAKAYAMA CO., LTD.","JP",1,"GLUE",2360612,12250,192.7030204,"Japan"
"316",316,"NAN PAO RESINS CHEMICAL PHILIPPINES","EASTLION ENTERPRISES LTD","CN",1,"ADHESIVE",6749892,55250,122.169991,"China"
"317",317,"NAN PAO RESINS CHEMICAL PHILIPPINES","NAN PAO RESINS VN ENTERPRISE LTD","VN",1,"GLUE",842230,22000,38.28318182,"Vietnam"
"318",318,"NAN PAO RESINS CHEMICAL PHILIPPINES","FOSHAN NAN PAO ADVANCED MATERIALS C","CN",1,"ADHESIVE",2204548,19000,116.0288421,"China"
"319",319,"NAN PAO RESINS CHEMICAL PHILIPPINES","NAN PAO RESINS CHEMICAL CO LTD","TW",1,"ADHESIVE",3787954,22376,169.2864676,"Taiwan"
"320",320,"NELTEX DEVELOPMENT CO. INC","NAN YA PLASTICS CORPORATION","TW",1,"GLUE",4682244,43200,108.3852778,"Taiwan"
"321",321,"NESTLE PHILIPPINES INC.","ARMOR PROTEINES SAS","FR",1,"OTHERS",16547964,40000,413.6991,"France"
"322",322,"NESTLE PHILIPPINES INC.","FONTERRA LIMITED","NZ",1,"OTHERS",10616188,25580,415.0190774,"New Zealand"
"323",323,"NESTLE PHILIPPINES INC.","ARLA FOODS AMBA","DK",1,"OTHERS",53799502,151200,355.8168122,"Denmark"
"324",324,"NEW FLAVOR HOUSE INC.","SHANGHAI DONGSHENG BIO-TECH CO., LT","CN",1,"OTHERS",1279424,760,1683.452632,"China"
"325",325,"NEW ZEALAND CREAMERY INC.","FONTERRA LIMITED","NZ",1,"OTHERS",4964896,16000,310.306,"New Zealand"
"326",326,"NIDEC PHILIPPINES CORPORATION","KAKEN TECH CO., LTD","JP",1,"ADHESIVE",300117,19,15795.63158,"Japan"
"327",327,"NIKKOSHI PHILIPPINES CORPORATION","KISCO (T) LTD.","TH",1,"OTHERS",271313,44,6166.204545,"Thailand"
"328",328,"NIPPON PAINT COATINGS PHILIPPINES","SUZUKACOAT (M) SDN BHD","MY",1,"OTHERS",881537,39600,22.26103535,"Malaysia"
"329",329,"NISSHO PRECISION PHILIPPINES INC.","NISSHO PRECISION(THAILAND)CO.LTD.","TH",1,"OTHERS",410980,196,2096.836735,"Thailand"
"330",330,"NUTRI-ASIA INC.","ROQUETTE ITALIA SPA","IT",1,"MODIFIED STARCH",3462909,76000,45.56459211,"Italy"
"331",331,"NUTRI-ASIA INC.","TATE & LYLE NETHERLANDS B.V.","NL",1,"MODIFIED STARCH",10239938,217250,47.13435213,"Netherlands"
"332",332,"ON SEMICONDUCTOR PHILIPPINES INC.","SUMITOMO BAKELITE SINGAPORE","SG",1,"OTHERS",6245249,395,15810.75696,"Singapore"
"333",333,"OUROKU CORPORATION","GAIN CORPORATION","JP",1,"OTHERS",10503724,39573,265.4265282,"Japan"
"334",334,"PAREXGROUP INC.","EMFI SAS","DE",1,"ADHESIVE",3673981,21589,170.1783779,"Germany"
"335",335,"PHILCHEMA INC","INDUSTRIAL TECNICA PECURIA S.A","ES",1,"OTHERS",5961434,15000,397.4289333,"Spain"
"336",336,"PHILIPPINE INDUSTRIAL SEALANTS &","THE DOW CHEMICAL COMPANY","US",1,"SEAL",4257719,13793,308.6869427,"United States"
"337",337,"PILIPINAS KYOHRITSU INC.","SUMITOMO WIRING SYSTEMS, LTD","JP",1,"SEAL",2911613,2142,1359.296452,"Japan"
"338",338,"PPG INDUSTRIES SALES INC.","SHANGHAI GUANGSHANG ITN'L TRADE","CN",1,"OTHERS",1154058,11455,100.7470973,"China"
"339",339,"PREMIERE ADHESIVES AND COATINGS INC","COOPERATIE AVEBE U.A.","NL",1,"OTHERS",1991237,26000,76.58603846,"Netherlands"
"340",340,"PRINT UNIVERSE GRAPHICS & PACKAGING","SHNAGHAI ROCKY ADHESIVES CO.,","CN",1,"ADHESIVE",715846,13000,55.06507692,"China"
"341",341,"PROCTER & GAMBLE PHILIPPINES INC","HENKEL ADHESIVES TECHNOLOGIES (GUAN","CN",1,"ADHESIVE",5371699,19200,279.7759896,"China"
"342",342,"PROCTER & GAMBLE PHILIPPINES INC","HENKEL CHEMICAL TECHNOLOGIES (SHANG","CN",1,"ADHESIVE",2155664,8640,249.4981481,"China"
"343",343,"PROCTER & GAMBLE PHILIPPINES INC","FIRMENICH AROMATICS (CHINA) CO. LTD","CN",1,"OTHERS",1141691,2000,570.8455,"China"
"344",344,"PROCTER & GAMBLE PHILIPPINES INC","GENENCOR INTERNATIONAL B.V.","FI",1,"OTHERS",3423208,10000,342.3208,"Finland"
"345",345,"PROCTER & GAMBLE PHILIPPINES INC","NOVOZYMES A/S","DK",1,"OTHERS",4031045,5000,806.209,"Denmark"
"346",346,"PROCTER & GAMBLE PHILIPPINES INC","NOVOZYMES (CHINA) BIOTECHNOLOGY CO","CN",1,"OTHERS",3948095,10000,394.8095,"China"
"347",347,"PROCTER & GAMBLE PHILIPPINES INC","NOVOZYMES (CHINA) BIOTECHNOLOGY CO","CN",1,"OTHERS",2030429,6000,338.4048333,"China"
"348",348,"PROMAX INTERNATIONAL","AB ENZYMESS GMBH","SG",1,"OTHERS",4600105,4840,950.4349174,"Singapore"
"349",349,"PROMESSO BUSINESS SOLUTIONS CORP","BHOLE BABA MILK FOOD INDUSTRIES LTD","IN",1,"OTHERS",2611372,8000,326.4215,"India"
"350",350,"PROMESSO BUSINESS SOLUTIONS CORP","QINGDAO CROWN IMP. & EXP. CORP.LTD","CN",1,"PROTEIN",2929196,25000,117.16784,"China"
"351",351,"PURATOS PHILIPPINES INC.","PURATOS NV","BE",1,"OTHERS",944695,9850,95.90812183,"Belgium"
"352",352,"PURATOS PHILIPPINES INC.","PURATOS INDUSTRIELAAN","BE",1,"OTHERS",890658,1416,628.9957627,"Belgium"
"353",353,"PURECHEM CORPORATION","GELTECH CO. LTD.","KR",1,"GELATIN",6757763,20000,337.88815,"South Korea"
"354",354,"PURECHEM CORPORATION","THAI-MC COMPANY LIMITED","TH",1,"MODIFIED STARCH",746161,18000,41.45338889,"Thailand"
"355",355,"PV TECH PTE. LTD. PHIL. BR. OFFICE","SHANGHAI HUITIAN NEW MATERIAL","CN",1,"SEAL",637795,4320,147.6377315,"China"
"356",356,"QUANTA PAPER CORPORATION","FOCUS HOTMELT CO. LTD.","CN",1,"ADHESIVE",1921639,20160,95.31939484,"China"
"357",357,"RED SPRUCE TRADING","FLOWCRETE ASIA SDN BHD","MY",1,"OTHERS",718757,15426,46.5938675,"Malaysia"
"358",358,"REFAMED RESEARCH LABORATORY","ADISSEO ASIA PACIFIC PTE LTD","SG",1,"OTHERS",2742586,5400,507.8862963,"Singapore"
"359",359,"RELIABLE INDUSTRIES INC.","UBIS ASIA PUBLIC COMPANY LTD","TH",1,"OTHERS",2039515,13200,154.5087121,"Thailand"
"360",360,"REPUBLIC CHEMICAL INDUSTRIES INC.","SOUDAL LTD","CN",1,"SEAL",1205567,6240,193.1998397,"China"
"361",361,"REPUBLIC CHEMICAL INDUSTRIES INC.","MOMENTIVE PERFORMANCE MATERIALS THA","TH",1,"SEAL",3097707,14695,210.8000681,"Thailand"
"362",362,"REPUBLIC CHEMICAL INDUSTRIES INC.","SOUDAL LTD.","CN",1,"SEAL",1184388,14518,81.58065849,"China"
"363",363,"REPUBLIC CHEMICAL INDUSTRIES INC.","AKKIM YAPI KIMYASALLARI SAN VE","TR",1,"SEAL",1410790,7899,178.6036207,"Turkey"
"364",364,"ROMTECH CONSTRUCTION INC","INDEX CONSTRUCTION SYSTEMS AND PROD","IT",1,"OTHERS",717318,12645,56.72740214,"Italy"
"365",365,"S.D. TRADING CORPORATION","LOGTHAI OROTEX CO LTD","TH",1,"OTHERS",546493,1115,490.1282511,"Thailand"
"366",366,"S.E.A OLYMPUS MARKETING INC.","ALTECO CHEMICAL PTE., LTD.","JP",1,"ADHESIVE",501357,80,6266.9625,"Japan"
"367",367,"S.E.A OLYMPUS MARKETING INC.","SEUNG HYUN CO., LTD.","KR",1,"OTHERS",560035,2172,257.8430018,"South Korea"
"368",368,"S.E.A OLYMPUS MARKETING INC.","SEUNG HYUN CO., LTD.","KR",1,"SEAL",466446,2160,215.9472222,"South Korea"
